experiment,shape,closed,method,parameterization,n_points,noise_sigma,trial,avg_point_to_curve,chamfer,hausdorff,smoothness,runtime_sec
noise_robustness,circle,True,poly_ls,chord,40,0.04,3,0.03297059212267652,0.044018664607376336,0.0658262339117168,0.00035904706593628766,0.000880300001881551
noise_robustness,circle,True,bspline_ls,chord,40,0.04,3,0.02348383571407565,0.04898341680715673,0.0607428142508402,0.0003793124288747243,0.000901699997484684
noise_robustness,circle,True,cubic_spline,chord,40,0.06,3,0.00022233587305406314,0.0946860550971897,0.14776214111534264,0.0019103293019966483,0.0025040000000444707
noise_robustness,circle,True,bspline_interp,chord,40,0.06,3,0.0017636310622412006,0.09517396548138775,0.14769036796770676,0.0017746948096871373,0.0014004999975441024
noise_robustness,circle,True,poly_ls,chord,40,0.06,3,0.05041780143525154,0.06975064559680436,0.09862257971210546,0.00048019675351941446,0.0009104999990086071
noise_robustness,circle,True,bspline_ls,chord,40,0.06,3,0.023074584544601456,0.09152818019882483,0.10963672910100483,0.0007644211781573318,0.0004647999994631391
noise_robustness,circle,True,cubic_spline,chord,40,0.0,4,1.3244880401302792e-05,0.004003180211804545,0.006639096120482497,0.000158017378670464,0.0021438000003399793
noise_robustness,circle,True,bspline_interp,chord,40,0.0,4,1.3226504076847329e-05,0.004015397976917249,0.006634736916757897,0.00015800758641699756,0.000829399999929592
noise_robustness,circle,True,poly_ls,chord,40,0.0,4,0.0006034069627028269,0.005083524414118347,0.009518606134348717,0.00016141562332364613,0.000495000000228174
noise_robustness,circle,True,bspline_ls,chord,40,0.0,4,0.020729124304561666,0.043676843772258334,0.04513712845264888,0.00015694736025855788,0.00038380000114557333
noise_robustness,circle,True,cubic_spline,chord,40,0.01,4,0.0001415822242895539,0.043438672694949595,0.08126764450887941,0.0010920569841901592,0.0035640999994939193
noise_robustness,circle,True,bspline_interp,chord,40,0.01,4,0.0001432421217764169,0.04377348636063255,0.08122179509721579,0.0009518523431237075,0.0012484999970183708
noise_robustness,circle,True,poly_ls,chord,40,0.01,4,0.007979434629491532,0.009592706905544729,0.016561044989647607,0.00020206712459178437,0.0007184999994933605
noise_robustness,circle,True,bspline_ls,chord,40,0.01,4,0.018884958379864578,0.037947222166325,0.04514824094654602,0.0001568903228262158,0.00022739999985788018
noise_robustness,circle,True,cubic_spline,chord,40,0.02,4,0.00019011292688597003,0.05922835658655637,0.10593733078481321,0.0014476611822263345,0.003839100001641782
noise_robustness,circle,True,bspline_interp,chord,40,0.02,4,0.0003260155917368099,0.06615370293575404,0.10595304695070545,0.0012927065248182822,0.0013757000015175436
noise_robustness,circle,True,poly_ls,chord,40,0.02,4,0.016086455864237507,0.015922559707709536,0.027084977190197198,0.00025423605130180815,0.0008354000019608065
noise_robustness,circle,True,bspline_ls,chord,40,0.02,4,0.01703136004738571,0.01835229206153379,0.03044045698960501,0.0001575427453322803,0.00021879999985685572
noise_robustness,circle,True,cubic_spline,chord,40,0.04,4,0.00018624568502993705,0.08626545820196183,0.14390006004098585,0.0019247703079567186,0.003058700000110548
noise_robustness,circle,True,bspline_interp,chord,40,0.04,4,0.0008427424727870779,0.09996103615928133,0.14388515222839854,0.0017692129951667418,0.0010532000014791265
noise_robustness,circle,True,poly_ls,chord,40,0.04,4,0.03246603294710829,0.02975307664545869,0.0461375443302388,0.0003703389235897309,0.0007904000012786128
noise_robustness,circle,True,bspline_ls,chord,40,0.04,4,0.02347379813285986,0.056440887896520325,0.08768047739774096,0.0004438464969890758,0.000332799998432165
noise_robustness,circle,True,cubic_spline,chord,40,0.06,4,0.0003005268131177706,0.1120105873261521,0.1806157363145007,0.0024393200192302043,0.0037688999982492533
noise_robustness,circle,True,bspline_interp,chord,40,0.06,4,0.001463519552109043,0.12809516959318545,0.18055712311043487,0.0022773440995343466,0.0013087000006635208
noise_robustness,circle,True,poly_ls,chord,40,0.06,4,0.048909928403397834,0.0433139517275111,0.06470353441146197,0.0004902635971652945,0.00039879999894765206
noise_robustness,circle,True,bspline_ls,chord,40,0.06,4,0.0217367463583665,0.0938685436488721,0.171629640017547,0.0010609873045189005,0.0004908000009891111
