alpha,peak_index,t_peak,i_peak,prominence
0.18666666666666668,7,89.21369863013699,0.006005233989768214,0.0060052338901980555
0.18666666666666668,8,92.94794520547946,0.006580348346344891,0.006580348344614325
0.18666666666666668,9,98.02191780821917,0.011185735585443748,0.011185735585443748
0.18666666666666668,10,103.87397260273973,0.010595037800598351,0.010595037800598351
0.18666666666666668,11,109.46849315068494,0.0031257563321019483,0.0031256279090585855
0.18666666666666668,12,112.98356164383561,0.003534939551727865,0.0035349395511898923
0.18666666666666668,13,117.14246575342466,0.007721454153136651,0.0077214541531318
0.2,1,62.38356164383562,0.0014119587645746038,0.0010544883033143113
0.2,2,63.032876712328765,0.0021971446160050415,0.0021971445485671893
0.2,3,66.92602739726027,0.0032573832537370557,0.0032573831997970773
0.2,4,71.12876712328767,0.008263223704817847,0.008263223704459392
0.2,5,76.00821917808219,0.01103995094672634,0.01103995094672614
0.2,6,81.91232876712328,0.012349631360643109,0.012349631360643109
0.2,7,87.97534246575343,0.014214594228966064,0.014214594228966064
0.2,8,94.18904109589042,0.012081593887619474,0.012081593887619474
0.2,9,99.18904109589042,0.009010135839284632,0.009010135839284608
0.2,10,103.87123287671233,0.006862852983820958,0.006862852983813073
0.2,11,108.9972602739726,0.011541606661342543,0.011541606661342532
0.2,12,114.96438356164384,0.013748222458139748,0.013748222458139748
0.21333333333333335,1,62.413698630136984,0.0017314080454075263,0.0011659838679879935
0.21333333333333335,2,63.0027397260274,0.002144363594227834,0.002144363576383977
0.21333333333333335,3,66.91506849315068,0.00624914846648043,0.006249148466422201
0.21333333333333335,4,72.03287671232877,0.012043778452292857,0.012043778452292844
0.21333333333333335,5,78.01917808219179,0.014747446196835726,0.014747446196835726
0.21333333333333335,6,84.27123287671233,0.009397055007276852,0.00939705500727685
0.21333333333333335,7,88.07945205479452,0.008269224779050332,0.008269224752678325
0.21333333333333335,8,93.18630136986302,0.00952758752800953,0.009527587528008195
0.21333333333333335,9,97.94520547945206,0.010167818016256566,0.010167818016256566
0.21333333333333335,10,103.86027397260274,0.010633157296558962,0.010633157296558962
0.21333333333333335,11,109.75068493150685,0.0032506450185008466,0.0032506450141148086
0.21333333333333335,12,113.93150684931507,0.007419371576352743,0.007419371576352743
0.21333333333333335,13,119.1972602739726,0.009531822594269648,0.009531821159670684
0.22666666666666668,1,62.8986301369863,0.00897947711806306,0.008979477118061624
0.22666666666666668,2,68.45479452054795,0.0024890827466487334,0.002489082711036551
0.22666666666666668,3,68.98082191780821,0.0017021131038128896,0.0007925473705134282
0.22666666666666668,4,72.93424657534247,0.004004383793966787,0.004004383793958877
0.22666666666666668,5,77.42191780821918,0.0016685996267336673,0.0010089510700089462
0.22666666666666668,6,77.97808219178083,0.0024547907566047026,0.002454790754948049
0.22666666666666668,7,82.03287671232877,0.009457217402700686,0.009457217402700686
0.22666666666666668,8,87.81095890410958,0.006870199365626328,0.006870199365626231
0.22666666666666668,9,92.91506849315068,0.010362553466664,0.010362553466664
0.22666666666666668,10,98.88767123287671,0.012149534365629221,0.012149534365629221
0.22666666666666668,11,104.98630136986301,0.015233528254407715,0.015233528254407715
0.22666666666666668,12,111.3972602739726,0.00500784812477588,0.005007848124770353
0.22666666666666668,13,112.15068493150685,0.0008032717674024288,0.0006578671699129241
0.22666666666666668,14,114.21917808219179,0.002790898529982591,0.002790134894139939
0.22666666666666668,15,117.01917808219179,0.004442508584006982,0.00444231480405765
0.24000000000000002,1,62.86027397260274,0.0027362823522806058,0.0027362823519545146
0.24000000000000002,2,67.08767123287672,0.00970390214296497,0.00970390214296497
0.24000000000000002,3,72.84931506849315,0.0027896134813848402,0.0027896134810599885
0.24000000000000002,4,77.08493150684932,0.009738073990255733,0.009738073990255733
0.24000000000000002,5,82.81917808219178,0.0034230213863685162,0.003423021386260899
0.24000000000000002,6,87.14246575342466,0.008893508703535983,0.008893508703535962
0.24000000000000002,7,92.0958904109589,0.0118266380547917,0.0118266380547917
0.24000000000000002,8,97.94520547945206,0.014195886565151632,0.014195886565151632
0.24000000000000002,9,104.2904109589041,0.00878645182702722,0.0087864518270269
0.24000000000000002,10,107.95890410958904,0.004574958796471173,0.0045749582222357945
0.24000000000000002,11,112.9068493150685,0.010003246040281927,0.010003246040281927
0.24000000000000002,12,118.88219178082191,0.012145656642820279,0.01214565664280783
0.25333333333333335,1,61.0,0.013046757535519482,0.01304675749641755
0.25333333333333335,2,67.23561643835616,0.01102935858970522,0.01102935858970522
0.25333333333333335,3,71.87945205479453,0.006763679770832646,0.006763679770819744
0.25333333333333335,4,77.14246575342466,0.011782604144223155,0.011782604144223155
0.25333333333333335,5,82.82191780821918,0.006100198317205473,0.006100198317205412
0.25333333333333335,6,87.93424657534247,0.011649437899697782,0.011649437899697782
0.25333333333333335,7,94.08767123287672,0.015801329342676675,0.015801329342676675
0.25333333333333335,8,100.34520547945206,0.006168619806056796,0.006168619794946676
0.25333333333333335,9,102.25479452054795,0.0011909263865349281,0.0011811467120933557
0.25333333333333335,10,103.22191780821917,0.0012603132160174764,0.001257230373656898
0.25333333333333335,11,105.13698630136986,0.003726367556250032,0.0037238340977545684
0.25333333333333335,12,108.98356164383561,0.009259518889051603,0.009259518889051603
0.25333333333333335,13,114.9068493150685,0.013492494186325619,0.013492494186325619
0.26666666666666666,1,60.964383561643835,0.012221756830568661,0.012221756464087775
0.26666666666666666,2,67.1945205479452,0.01293683879988932,0.01293683879988932
0.26666666666666666,3,72.28493150684932,0.006258217965416038,0.006258173894205995
0.26666666666666666,4,75.05205479452054,0.00674170952539996,0.006741709525399959
0.26666666666666666,5,80.17808219178082,0.010641417077539546,0.010641417077539538
0.26666666666666666,6,85.14246575342466,0.01137780715570067,0.01137780715570067
0.26666666666666666,7,90.83287671232877,0.005137027553746841,0.005137027553746664
0.26666666666666666,8,95.8958904109589,0.010132367327836104,0.010132367327836104
0.26666666666666666,9,101.94520547945206,0.01545257054633496,0.01545257054633496
0.26666666666666666,10,108.77808219178083,0.006876762467893749,0.0068767624678936394
0.26666666666666666,11,113.8986301369863,0.01045146099396826,0.01045146099396826
0.26666666666666666,12,119.97808219178083,0.016216533535268803,0.0027384241107327213
0.28,1,65.0931506849315,0.01958921317041297,0.01958921317041297
0.28,2,71.95616438356164,0.01895734260424764,0.01895734260424764
0.28,3,79.02465753424657,0.020364036061228868,0.020364036061228868
0.28,4,86.0958904109589,0.01938417860792233,0.01938417860792233
0.28,5,92.93424657534247,0.018278008050110008,0.018278008050110008
0.28,6,99.96986301369863,0.019799345044342515,0.019799345044342515
0.28,7,107.07671232876713,0.019931878845759258,0.019931878845759258
0.28,8,114.00821917808219,0.019916404437594917,0.019916404437594917
0.29333333333333333,1,62.2,0.012718917185494285,0.012718917185494285
0.29333333333333333,2,67.21643835616439,0.009087374938575789,0.009087374938575029
0.29333333333333333,3,71.31780821917808,0.0031260391969356502,0.003126038873513076
0.29333333333333333,4,72.14794520547946,0.0023841419479156446,0.002353621543289153
0.29333333333333333,5,75.22465753424657,0.004668304471867127,0.004668302863109673
0.29333333333333333,6,78.17260273972603,0.005895066406328024,0.005895066405770079
