t,model,s,i,r,R0,beta,gamma
0.33424657534246577,basic_sir_gamma_comparison,0.00033815772869880687,0.0006715926453685866,0.9989902496259326,8.0,208.0,26.0
0.336986301369863,basic_sir_gamma_comparison,0.0003380328234666768,0.0006255378039565735,0.9990364293725768,8.0,208.0,26.0
0.33972602739726027,basic_sir_gamma_comparison,0.00033791652518403884,0.0005826411590362688,0.9990794423157797,8.0,208.0,26.0
0.3424657534246575,basic_sir_gamma_comparison,0.0003378082381224895,0.0005426861435743622,0.9991195056183031,8.0,208.0,26.0
0.3452054794520548,basic_sir_gamma_comparison,0.000337707408136634,0.0005054710404843964,0.9991568215513789,8.0,208.0,26.0
0.34794520547945207,basic_sir_gamma_comparison,0.000337613519715321,0.00047080796446362036,0.999191578515821,8.0,208.0,26.0
0.3506849315068493,basic_sir_gamma_comparison,0.0003375260932480474,0.00043852191362605186,0.9992239519931259,8.0,208.0,26.0
0.35342465753424657,basic_sir_gamma_comparison,0.0003374446824900456,0.0004084498861488336,0.9992541054313612,8.0,208.0,26.0
0.3561643835616438,basic_sir_gamma_comparison,0.0003373688722109288,0.0003804400574764734,0.9992821910703126,8.0,208.0,26.0
0.3589041095890411,basic_sir_gamma_comparison,0.00033729827601300703,0.00035435101393271266,0.9993083507100543,8.0,208.0,26.0
0.36164383561643837,basic_sir_gamma_comparison,0.00033723253430651453,0.0003300510388740279,0.9993327164268194,8.0,208.0,26.0
0.3643835616438356,basic_sir_gamma_comparison,0.00033717131243001387,0.00030741744778357973,0.9993554112397863,8.0,208.0,26.0
0.36712328767123287,basic_sir_gamma_comparison,0.0003371142989051778,0.0002863359689511365,0.9993765497321436,8.0,208.0,26.0
0.3698630136986301,basic_sir_gamma_comparison,0.00033706120381600275,0.0002667001666142972,0.9993962386295696,8.0,208.0,26.0
0.3726027397260274,basic_sir_gamma_comparison,0.000337011757303288,0.0002484109036504329,0.9994145773390463,8.0,208.0,26.0
0.37534246575342467,basic_sir_gamma_comparison,0.0003369657081659278,0.00023137584110819286,0.9994316584507258,8.0,208.0,26.0
0.3780821917808219,basic_sir_gamma_comparison,0.0003369228225612156,0.00021550897205319209,0.9994475682053855,8.0,208.0,26.0
0.38082191780821917,basic_sir_gamma_comparison,0.0003368828827969599,0.0002007301873755635,0.9994623869298274,8.0,208.0,26.0
0.3835616438356164,basic_sir_gamma_comparison,0.0003368456862087571,0.00018696487136824968,0.9994761894424229,8.0,208.0,26.0
0.3863013698630137,basic_sir_gamma_comparison,0.00033681104411627423,0.00017414352503508182,0.9994890454308485,8.0,208.0,26.0
0.38904109589041097,basic_sir_gamma_comparison,0.00033677878085285355,0.0001622014152275713,0.9995010198039194,8.0,208.0,26.0
0.3917808219178082,basic_sir_gamma_comparison,0.0003367487328631793,0.00015107824783963233,0.999512173019297,8.0,208.0,26.0
0.39452054794520547,basic_sir_gamma_comparison,0.00033672074786413763,0.00014071786341083502,0.9995225613887248,8.0,208.0,26.0
0.3972602739726027,basic_sir_gamma_comparison,0.0003366946840643614,0.00013106795360183615,0.9995322373623334,8.0,208.0,26.0
0.4,basic_sir_gamma_comparison,0.000336670409438284,0.00012207979711095104,0.9995412497934504,8.0,208.0,26.0
0.40273972602739727,basic_sir_gamma_comparison,0.0003366478010508335,0.00011370801369892481,0.9995496441852498,8.0,208.0,26.0
0.4054794520547945,basic_sir_gamma_comparison,0.00033662674442917935,0.00010591033508033131,0.9995574629204901,8.0,208.0,26.0
0.40821917808219177,basic_sir_gamma_comparison,0.00033660713297820744,9.864739152514667e-05,0.9995647454754962,8.0,208.0,26.0
