t,model,s,i,r,R0,beta,gamma
0.5589041095890411,basic_sir,0.0003364758351007784,1.0077753431750458e-12,0.9996635241638916,8.0,416.0,52.0
0.5616438356164384,basic_sir,0.0003364758351004181,8.742954122197291e-13,0.9996635241640254,8.0,416.0,52.0
0.5643835616438356,basic_sir,0.0003364758351001056,7.584949096097247e-13,0.9996635241641414,8.0,416.0,52.0
0.5671232876712329,basic_sir,0.0003364758350998344,6.580321935388074e-13,0.9996635241642422,8.0,416.0,52.0
0.5698630136986301,basic_sir,0.00033647583509959915,5.70875772859561e-13,0.9996635241643297,8.0,416.0,52.0
0.5726027397260274,basic_sir,0.00033647583509939505,4.952632276019199e-13,0.9996635241644055,8.0,416.0,52.0
0.5753424657534246,basic_sir,0.000336475835099218,4.2966557047256737e-13,0.9996635241644714,8.0,416.0,52.0
0.5780821917808219,basic_sir,0.0003364758350990644,3.7275632867680537e-13,0.9996635241645284,8.0,416.0,52.0
0.5808219178082192,basic_sir,0.0003364758350989312,3.233847208557778e-13,0.9996635241645779,8.0,416.0,52.0
0.5835616438356165,basic_sir,0.0003364758350988156,2.805523867406768e-13,0.9996635241646209,8.0,416.0,52.0
0.5863013698630137,basic_sir,0.0003364758350987153,2.4339319896623367e-13,0.9996635241646582,8.0,416.0,52.0
0.589041095890411,basic_sir,0.0003364758350986283,2.1115574881126992e-13,0.9996635241646905,8.0,416.0,52.0
0.5917808219178082,basic_sir,0.0003364758350985528,1.8318815170441024e-13,0.9996635241647186,8.0,416.0,52.0
0.5945205479452055,basic_sir,0.0003364758350984873,1.5892486524187376e-13,0.9996635241647429,8.0,416.0,52.0
0.5972602739726027,basic_sir,0.0003364758350984305,1.3787525315994369e-13,0.999663524164764,8.0,416.0,52.0
0.6,basic_sir,0.0003364758350983812,1.196136640102677e-13,0.9996635241647823,8.0,416.0,52.0
0.6027397260273972,basic_sir,0.0003364758350983385,1.0377082391546888e-13,0.9996635241647982,8.0,416.0,52.0
0.6054794520547945,basic_sir,0.0003364758350983014,9.002636935501687e-14,0.999663524164812,8.0,416.0,52.0
0.6082191780821918,basic_sir,0.00033647583509826927,7.810236898425278e-14,0.999663524164824,8.0,416.0,52.0
0.6109589041095891,basic_sir,0.00033647583509824135,6.775770348904417e-14,0.9996635241648343,8.0,416.0,52.0
0.6136986301369863,basic_sir,0.0003364758350982172,5.878318982917022e-14,0.9996635241648433,8.0,416.0,52.0
0.6164383561643836,basic_sir,0.00033647583509819614,5.099735127609483e-14,0.999663524164851,8.0,416.0,52.0
0.6191780821917808,basic_sir,0.0003364758350981779,4.4242747709598434e-14,0.9996635241648578,8.0,416.0,52.0
0.6219178082191781,basic_sir,0.0003364758350981621,3.83827919669374e-14,0.9996635241648637,8.0,416.0,52.0
0.6246575342465753,basic_sir,0.0003364758350981484,3.329898786683125e-14,0.9996635241648688,8.0,416.0,52.0
0.6273972602739726,basic_sir,0.00033647583509813646,2.8888534057410535e-14,0.9996635241648733,8.0,416.0,52.0
0.6301369863013698,basic_sir,0.0003364758350981261,2.5062245234710327e-14,0.9996635241648771,8.0,416.0,52.0
0.6328767123287671,basic_sir,0.0003364758350981171,2.174274869595313e-14,0.9996635241648805,8.0,416.0,52.0
0.6356164383561644,basic_sir,0.00033647583509810935,1.8862919759504655e-14,0.9996635241648834,8.0,416.0,52.0
0.6383561643835617,basic_sir,0.00033647583509810263,1.6364524413591656e-14,0.9996635241648859,8.0,416.0,52.0
0.6410958904109589,basic_sir,0.0003364758350980968,1.4197041746312862e-14,0.999663524164888,8.0,416.0,52.0
0.6438356164383562,basic_sir,0.00033647583509809173,1.2316642344897392e-14,0.9996635241648899,8.0,416.0,52.0
0.6465753424657534,basic_sir,0.00033647583509808734,1.0685302006068814e-14,0.9996635241648916,8.0,416.0,52.0
0.6493150684931507,basic_sir,0.00033647583509808355,9.270032835547876e-15,0.999663524164893,8.0,416.0,52.0
0.6520547945205479,basic_sir,0.00033647583509808024,8.042216188492294e-15,0.9996635241648942,8.0,416.0,52.0
0.6547945205479452,basic_sir,0.00033647583509807737,6.977023962032706e-15,0.9996635241648953,8.0,416.0,52.0
0.6575342465753424,basic_sir,0.00033647583509807487,6.052916537662061e-15,0.9996635241648962,8.0,416.0,52.0
0.6602739726027397,basic_sir,0.0003364758350980727,5.251207221198752e-15,0.999663524164897,8.0,416.0,52.0
0.663013698630137,basic_sir,0.0003364758350980708,4.555684372714096e-15,0.9996635241648977,8.0,416.0,52.0
0.6657534246575343,basic_sir,0.0003364758350980692,3.9522835853835794e-15,0.9996635241648983,8.0,416.0,52.0
0.6684931506849315,basic_sir,0.00033647583509806777,3.4288032842772163e-15,0.9996635241648988,8.0,416.0,52.0
0.6712328767123288,basic_sir,0.0003364758350980665,2.9746579941148646e-15,0.9996635241648992,8.0,416.0,52.0
0.673972602739726,basic_sir,0.0003364758350980655,2.5806642867284617e-15,0.9996635241648997,8.0,416.0,52.0
0.6767123287671233,basic_sir,0.00033647583509806457,2.2388550798013368e-15,0.9996635241649,8.0,416.0,52.0
0.6794520547945205,basic_sir,0.00033647583509806376,1.9423185317554887e-15,0.9996635241649002,8.0,416.0,52.0
0.6821917808219178,basic_sir,0.00033647583509806305,1.6850582750249096e-15,0.9996635241649005,8.0,416.0,52.0
0.684931506849315,basic_sir,0.00033647583509806246,1.4618721614438924e-15,0.9996635241649007,8.0,416.0,52.0
0.6876712328767123,basic_sir,0.0003364758350980619,1.2682470678190915e-15,0.9996635241649009,8.0,416.0,52.0
0.6904109589041096,basic_sir,0.0003364758350980615,1.1002676345126144e-15,0.9996635241649011,8.0,416.0,52.0
0.6931506849315069,basic_sir,0.0003364758350980611,9.545370916076698e-16,0.9996635241649013,8.0,416.0,52.0
0.6958904109589041,basic_sir,0.0003364758350980608,8.281085716553294e-16,0.9996635241649016,8.0,416.0,52.0
