t,model,s,i,r,R0,beta0,gamma,mu,alpha
54.0958904109589,seasonal_vital_sir,0.04302137422141513,9.242267189791199e-12,0.956978625769343,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.11506849315069,seasonal_vital_sir,0.04328352422757139,7.197095882723834e-12,0.956716475765232,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.134246575342466,seasonal_vital_sir,0.043545602423048044,5.572041443130112e-12,0.9564543975713804,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.153424657534245,seasonal_vital_sir,0.04380760882722609,4.282643324890983e-12,0.9561923911684918,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.17260273972603,seasonal_vital_sir,0.04406954345953639,3.2634444270598387e-12,0.9559304565372008,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.19178082191781,seasonal_vital_sir,0.044331406339448653,2.462673020153995e-12,0.9556685936580892,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.21095890410959,seasonal_vital_sir,0.04459319748646386,1.8385882364614214e-12,0.9554068025116983,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.23013698630137,seasonal_vital_sir,0.044854916920107755,1.356997463085495e-12,0.9551450830785361,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.24931506849315,seasonal_vital_sir,0.04511656465992597,9.895885189393036e-13,0.9548834353390853,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.26849315068493,seasonal_vital_sir,0.04537814072547954,7.128114903657627e-13,0.9546218592738085,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.28767123287671,seasonal_vital_sir,0.045639645136341854,5.071131362617792e-13,0.9543603548631518,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.30684931506849,seasonal_vital_sir,0.045901077912095176,3.563812419374664e-13,0.9540989220875493,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.326027397260276,seasonal_vital_sir,0.04616243907232804,2.47501844195576e-13,0.9538375609274254,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.345205479452055,seasonal_vital_sir,0.04642372863663244,1.699699807256277e-13,0.9535762713631986,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.364383561643834,seasonal_vital_sir,0.04668494662460239,1.1552408900203792e-13,0.9533150533752831,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
54.38356164383562,seasonal_vital_sir,0.04694609305583193,7.779490010596857e-14,0.9530539069440913,15.0,780.2142857142857,52.0,0.014285714285714285,0.2
